ID,Skill,Genre,Experience,Difficulty Rating
1943,Intermediate,Simulation,1.5 years,Easy
1944,Advanced,FPS,3 years,Difficult
1945,Intermediate,Platformer,1.5 years,Easy
1946,Advanced,Puzzle,2.5 years,Easy
1947,Advanced,Strategy,1.5 years,Easy
1948,Beginner,Platformer,5 years,Easy
1949,Advanced,RPG,3 years,Difficult
1950,Intermediate,Platformer,4 years,Easy
1951,Beginner,Strategy,2.5 years,Challenging
1952,Intermediate,Sports,5 years,Easy
1953,Advanced,Sports,5 years,Difficult
1954,Beginner,RPG,6 months,Difficult
1955,Intermediate,Sports,3 years,Moderate
1956,Advanced,Simulation,1.5 years,Difficult
1957,Beginner,Platformer,1 year,Challenging
1958,Advanced,Simulation,3 years,Difficult
1959,Advanced,Simulation,2 years,Moderate
1960,Beginner,Strategy,2.5 years,Difficult
1961,Intermediate,Sports,6 months,Easy
1962,Intermediate,Sports,2 years,Difficult
1963,Beginner,Strategy,1.5 years,Moderate
1964,Advanced,RPG,2 years,Challenging
1965,Beginner,Platformer,6 months,Easy
1966,Advanced,Adventure,6 months,Challenging
1967,Beginner,Puzzle,5 years,Moderate
1968,Advanced,Puzzle,3 years,Easy
1969,Advanced,FPS,1.5 years,Challenging
1970,Advanced,FPS,1 year,Challenging
1971,Beginner,Platformer,5 years,Difficult
1972,Advanced,Racing,2 years,Easy
1973,Beginner,Simulation,1.5 years,Easy
1974,Advanced,Adventure,5 years,Easy
1975,Beginner,Puzzle,4 years,Easy
1976,Beginner,Strategy,3 years,Easy
1977,Advanced,Adventure,2.5 years,Easy
1978,Advanced,Racing,3 years,Challenging
1979,Advanced,Sports,1.5 years,Difficult
1980,Intermediate,FPS,1 year,Difficult
1981,Intermediate,Strategy,4 years,Challenging
1982,Beginner,Adventure,1 year,Easy
1983,Intermediate,RPG,6 months,Moderate
1984,Intermediate,Racing,6 months,Easy
1985,Beginner,Simulation,5 years,Easy
1986,Advanced,Strategy,4 years,Challenging
1987,Advanced,Simulation,2 years,Moderate
1988,Advanced,FPS,1 year,Easy
1989,Beginner,RPG,2 years,Moderate
1990,Intermediate,Platformer,2.5 years,Easy
1991,Beginner,Strategy,6 months,Easy
1992,Intermediate,Simulation,2.5 years,Moderate
1993,Beginner,Platformer,1 year,Difficult
1994,Advanced,Puzzle,1 year,Challenging
1995,Advanced,Strategy,4 years,Moderate
1996,Advanced,Strategy,3 years,Challenging
1997,Beginner,Sports,1 year,Challenging
1998,Beginner,Adventure,1 year,Challenging
1999,Advanced,Racing,6 months,Easy
2000,Advanced,Platformer,4 years,Challenging
2001,Intermediate,Platformer,3 years,Moderate
2002,Beginner,FPS,2.5 years,Moderate
2003,Intermediate,FPS,1.5 years,Difficult
2004,Intermediate,Puzzle,1.5 years,Easy
2005,Advanced,Platformer,1.5 years,Challenging
2006,Advanced,Strategy,2.5 years,Challenging
2007,Beginner,Racing,3 years,Difficult
2008,Intermediate,Simulation,5 years,Challenging
2009,Intermediate,Platformer,2.5 years,Easy
2010,Intermediate,RPG,2.5 years,Challenging
2011,Beginner,Strategy,5 years,Challenging
2012,Beginner,Puzzle,2 years,Challenging
2013,Intermediate,Simulation,6 months,Difficult
2014,Advanced,FPS,3 years,Moderate
2015,Advanced,Strategy,5 years,Challenging
2016,Advanced,Strategy,4 years,Difficult
2017,Advanced,Strategy,2 years,Difficult
2018,Advanced,Platformer,1 year,Moderate
2019,Intermediate,Simulation,4 years,Easy
2020,Beginner,Platformer,2.5 years,Difficult
2021,Advanced,Strategy,2 years,Easy
2022,Intermediate,RPG,1 year,Moderate
2023,Intermediate,Strategy,3 years,Easy
2024,Beginner,Adventure,1.5 years,Easy
2025,Advanced,Platformer,1.5 years,Difficult
2026,Beginner,Puzzle,6 months,Moderate
2027,Advanced,Puzzle,2.5 years,Difficult
2028,Intermediate,Racing,2 years,Moderate
2029,Beginner,Puzzle,4 years,Challenging
2030,Advanced,Adventure,2 years,Challenging
2031,Advanced,Platformer,2.5 years,Difficult
2032,Intermediate,Puzzle,2 years,Difficult
2033,Advanced,RPG,1 year,Easy
2034,Intermediate,RPG,1.5 years,Challenging
2035,Intermediate,Puzzle,3 years,Difficult
2036,Beginner,Racing,2 years,Easy
2037,Beginner,Strategy,5 years,Moderate
2038,Advanced,Sports,4 years,Challenging
2039,Beginner,Strategy,3 years,Moderate
2040,Advanced,Simulation,6 months,Moderate
2041,Intermediate,Racing,2.5 years,Easy
2042,Beginner,Adventure,6 months,Moderate
2043,Intermediate,Puzzle,6 months,Easy
2044,Beginner,Adventure,6 months,Moderate
2045,Intermediate,RPG,3 years,Easy
2046,Intermediate,Platformer,2.5 years,Challenging
2047,Beginner,FPS,2 years,Moderate
2048,Intermediate,Puzzle,2 years,Moderate
2049,Advanced,FPS,3 years,Easy
2050,Beginner,Puzzle,2.5 years,Moderate
2051,Intermediate,Racing,5 years,Easy
2052,Advanced,Racing,3 years,Challenging
2053,Advanced,RPG,2 years,Difficult
2054,Beginner,Puzzle,3 years,Easy
2055,Beginner,Strategy,4 years,Difficult
2056,Beginner,Platformer,6 months,Difficult
2057,Intermediate,Platformer,2 years,Moderate
2058,Advanced,Adventure,1 year,Easy
2059,Beginner,Strategy,2 years,Difficult
2060,Advanced,Simulation,4 years,Moderate
2061,Advanced,Puzzle,5 years,Moderate
2062,Intermediate,Strategy,1 year,Easy
2063,Beginner,Platformer,1 year,Difficult
2064,Intermediate,Sports,1 year,Moderate
2065,Intermediate,Strategy,2 years,Difficult
2066,Intermediate,Platformer,1.5 years,Moderate
2067,Advanced,FPS,3 years,Moderate
2068,Advanced,Sports,6 months,Difficult
2069,Beginner,Adventure,5 years,Difficult
2070,Beginner,Simulation,2.5 years,Difficult
2071,Beginner,Adventure,3 years,Challenging
2072,Intermediate,Platformer,4 years,Difficult
2073,Intermediate,Racing,3 years,Challenging
2074,Advanced,RPG,4 years,Easy
2075,Beginner,Sports,1.5 years,Easy
2076,Beginner,RPG,1 year,Challenging
2077,Intermediate,Adventure,3 years,Easy
2078,Beginner,FPS,1.5 years,Easy
2079,Advanced,FPS,2.5 years,Moderate
2080,Beginner,Racing,1 year,Difficult
2081,Intermediate,Racing,5 years,Easy
2082,Beginner,Racing,2.5 years,Easy
2083,Advanced,Puzzle,2 years,Moderate
2084,Intermediate,Adventure,2.5 years,Easy
2085,Advanced,Strategy,3 years,Difficult
2086,Advanced,RPG,3 years,Challenging
2087,Intermediate,Strategy,2.5 years,Challenging
2088,Beginner,Racing,2.5 years,Difficult
2089,Intermediate,Simulation,1.5 years,Moderate
2090,Advanced,RPG,2 years,Moderate
2091,Intermediate,Platformer,1.5 years,Difficult
2092,Advanced,Adventure,4 years,Challenging
2093,Advanced,RPG,1 year,Easy
2094,Intermediate,FPS,1 year,Challenging
2095,Intermediate,Adventure,3 years,Difficult
2096,Intermediate,Simulation,1.5 years,Difficult
2097,Intermediate,Puzzle,2.5 years,Moderate
2098,Intermediate,Racing,2 years,Challenging
2099,Intermediate,Puzzle,1.5 years,Challenging
2100,Intermediate,Strategy,3 years,Difficult
2101,Advanced,Simulation,1.5 years,Difficult
2102,Intermediate,Puzzle,5 years,Moderate
2103,Beginner,Adventure,5 years,Moderate
2104,Advanced,Adventure,6 months,Moderate
2105,Beginner,RPG,2 years,Moderate
2106,Intermediate,Simulation,5 years,Difficult
2107,Beginner,Simulation,4 years,Easy
2108,Beginner,Adventure,6 months,Difficult
2109,Intermediate,Puzzle,1.5 years,Challenging
2110,Advanced,Simulation,1.5 years,Difficult
2111,Beginner,Simulation,1 year,Easy
2112,Beginner,Puzzle,2 years,Difficult
2113,Intermediate,Puzzle,2 years,Moderate
2114,Intermediate,Simulation,1.5 years,Challenging
2115,Intermediate,Puzzle,6 months,Challenging
2116,Intermediate,Racing,4 years,Challenging
2117,Advanced,Sports,6 months,Moderate
2118,Beginner,Puzzle,3 years,Difficult
2119,Intermediate,Sports,2 years,Easy
2120,Advanced,Racing,2 years,Difficult
2121,Advanced,Puzzle,4 years,Difficult
2122,Advanced,Puzzle,1 year,Challenging
2123,Intermediate,Strategy,6 months,Difficult
2124,Beginner,Sports,1 year,Challenging
2125,Beginner,RPG,6 months,Challenging
2126,Beginner,Strategy,2 years,Difficult
2127,Advanced,Simulation,1 year,Difficult
2128,Beginner,Platformer,3 years,Easy
2129,Intermediate,FPS,1 year,Challenging
2130,Beginner,Strategy,2.5 years,Easy
2131,Advanced,Platformer,2 years,Difficult
2132,Beginner,RPG,1.5 years,Challenging
2133,Intermediate,Sports,6 months,Easy
2134,Intermediate,Simulation,2.5 years,Easy
2135,Advanced,Racing,2.5 years,Difficult
2136,Advanced,RPG,1.5 years,Easy
2137,Beginner,Adventure,3 years,Difficult
2138,Beginner,Puzzle,5 years,Challenging
2139,Intermediate,RPG,2 years,Challenging
2140,Intermediate,Puzzle,6 months,Difficult
2141,Advanced,Platformer,1.5 years,Moderate
2142,Intermediate,RPG,5 years,Moderate
2143,Intermediate,Strategy,2 years,Difficult
2144,Intermediate,Sports,2.5 years,Challenging
2145,Beginner,Simulation,6 months,Moderate
2146,Intermediate,Simulation,2.5 years,Moderate
2147,Intermediate,Platformer,6 months,Challenging
2148,Beginner,RPG,1.5 years,Challenging
2149,Beginner,RPG,1.5 years,Moderate
2150,Beginner,Simulation,1.5 years,Easy
2151,Advanced,Racing,4 years,Difficult
2152,Beginner,Platformer,6 months,Difficult
2153,Intermediate,Sports,2 years,Challenging
2154,Intermediate,Sports,1.5 years,Difficult
2155,Advanced,Sports,1.5 years,Difficult
2156,Beginner,Adventure,5 years,Moderate
2157,Intermediate,Puzzle,3 years,Easy
2158,Intermediate,Sports,5 years,Moderate
2159,Beginner,FPS,1.5 years,Challenging
2160,Intermediate,Adventure,5 years,Moderate
2161,Intermediate,Strategy,1 year,Challenging
2162,Beginner,Sports,3 years,Moderate
2163,Beginner,Racing,2 years,Difficult
2164,Advanced,Puzzle,1.5 years,Difficult
2165,Advanced,Puzzle,4 years,Challenging
2166,Intermediate,Platformer,6 months,Easy
2167,Beginner,Simulation,3 years,Difficult
2168,Intermediate,Platformer,3 years,Moderate
2169,Beginner,Simulation,5 years,Difficult
2170,Advanced,RPG,3 years,Challenging
2171,Intermediate,RPG,4 years,Moderate
2172,Intermediate,Sports,5 years,Challenging
2173,Beginner,Strategy,3 years,Difficult
2174,Beginner,Adventure,1 year,Difficult
2175,Advanced,Racing,1.5 years,Easy
2176,Beginner,Platformer,1 year,Moderate
2177,Intermediate,FPS,2 years,Difficult
2178,Advanced,Simulation,4 years,Moderate
2179,Advanced,Platformer,1.5 years,Difficult
2180,Beginner,Simulation,3 years,Easy
2181,Intermediate,Strategy,5 years,Challenging
2182,Advanced,Simulation,2 years,Moderate
2183,Intermediate,Strategy,2.5 years,Easy
2184,Intermediate,FPS,6 months,Moderate
2185,Intermediate,Platformer,6 months,Challenging
2186,Intermediate,RPG,5 years,Easy
2187,Intermediate,Platformer,2.5 years,Easy
2188,Intermediate,Strategy,5 years,Challenging
2189,Beginner,Platformer,1 year,Difficult
2190,Advanced,Sports,6 months,Easy
2191,Advanced,Adventure,3 years,Moderate
2192,Advanced,Adventure,4 years,Moderate
2193,Beginner,Sports,1.5 years,Moderate
2194,Beginner,Puzzle,2.5 years,Difficult
2195,Beginner,Platformer,4 years,Easy
2196,Intermediate,RPG,1 year,Moderate
2197,Advanced,Adventure,1 year,Difficult
2198,Advanced,Adventure,2 years,Easy
2199,Beginner,FPS,2 years,Challenging
2200,Intermediate,RPG,5 years,Difficult
2201,Beginner,Simulation,6 months,Challenging
2202,Beginner,FPS,5 years,Difficult
2203,Advanced,FPS,1.5 years,Difficult
2204,Intermediate,Puzzle,1 year,Easy
2205,Intermediate,Platformer,3 years,Challenging
2206,Intermediate,Sports,6 months,Easy
2207,Intermediate,Sports,5 years,Difficult
2208,Beginner,Platformer,1.5 years,Moderate
2209,Beginner,Adventure,2 years,Difficult
2210,Beginner,Racing,3 years,Challenging
2211,Beginner,Racing,2 years,Easy
2212,Beginner,Racing,2.5 years,Difficult
2213,Advanced,FPS,6 months,Difficult
2214,Advanced,Platformer,3 years,Moderate
2215,Advanced,Sports,4 years,Moderate
2216,Advanced,Sports,4 years,Easy
2217,Advanced,Sports,1.5 years,Easy
2218,Advanced,Racing,1.5 years,Difficult
2219,Intermediate,Simulation,2 years,Moderate
2220,Advanced,RPG,3 years,Easy
2221,Intermediate,Adventure,2.5 years,Moderate
2222,Intermediate,Adventure,2 years,Challenging
2223,Beginner,Platformer,1 year,Challenging
2224,Intermediate,Adventure,5 years,Challenging
2225,Beginner,Adventure,2 years,Challenging
2226,Advanced,FPS,6 months,Challenging
2227,Beginner,Puzzle,2 years,Difficult
2228,Beginner,Sports,2.5 years,Moderate
2229,Beginner,FPS,4 years,Difficult
2230,Intermediate,FPS,1 year,Easy
2231,Intermediate,FPS,1 year,Challenging
2232,Advanced,Strategy,6 months,Easy
2233,Intermediate,Platformer,6 months,Difficult
2234,Beginner,Puzzle,6 months,Challenging
2235,Intermediate,Simulation,2.5 years,Difficult
2236,Beginner,RPG,1.5 years,Easy
2237,Advanced,Simulation,2.5 years,Challenging
2238,Beginner,Puzzle,1 year,Difficult
2239,Beginner,Platformer,6 months,Difficult
2240,Advanced,Sports,2 years,Easy
2241,Intermediate,Platformer,6 months,Easy
2242,Advanced,Sports,5 years,Easy
2243,Beginner,Platformer,3 years,Difficult
2244,Intermediate,Racing,4 years,Moderate
2245,Advanced,Strategy,1.5 years,Challenging
2246,Advanced,Platformer,2.5 years,Moderate
2247,Advanced,Platformer,2.5 years,Difficult
2248,Advanced,Platformer,2 years,Challenging
2249,Intermediate,Strategy,4 years,Challenging
2250,Advanced,RPG,4 years,Easy
2251,Intermediate,Platformer,5 years,Easy
2252,Advanced,Racing,2 years,Easy
2253,Beginner,RPG,2.5 years,Moderate
2254,Intermediate,Sports,4 years,Challenging
2255,Beginner,Simulation,5 years,Challenging
2256,Advanced,Simulation,3 years,Difficult
2257,Intermediate,FPS,4 years,Challenging
2258,Advanced,FPS,1 year,Easy
2259,Advanced,RPG,6 months,Difficult
2260,Advanced,RPG,6 months,Moderate
2261,Advanced,FPS,5 years,Difficult
2262,Beginner,Platformer,4 years,Challenging
2263,Advanced,FPS,6 months,Difficult
2264,Advanced,Simulation,3 years,Difficult
2265,Beginner,FPS,1.5 years,Moderate
2266,Intermediate,Sports,2.5 years,Easy
2267,Beginner,Sports,4 years,Easy
2268,Intermediate,Puzzle,5 years,Moderate
2269,Intermediate,Puzzle,2 years,Moderate
2270,Intermediate,FPS,4 years,Easy
2271,Advanced,Puzzle,1 year,Difficult
2272,Intermediate,Puzzle,1.5 years,Challenging
2273,Advanced,RPG,1 year,Moderate
2274,Intermediate,Strategy,3 years,Challenging
2275,Intermediate,Platformer,1.5 years,Challenging
2276,Beginner,Platformer,3 years,Moderate
2277,Beginner,Simulation,2 years,Easy
2278,Advanced,Strategy,2 years,Difficult
2279,Beginner,RPG,5 years,Challenging
2280,Beginner,Adventure,1 year,Moderate
2281,Beginner,RPG,1.5 years,Easy
2282,Intermediate,RPG,2 years,Moderate
2283,Beginner,FPS,2 years,Moderate
2284,Intermediate,Strategy,2 years,Easy
2285,Intermediate,Strategy,1 year,Difficult
2286,Beginner,Racing,2 years,Easy
2287,Intermediate,Platformer,1.5 years,Difficult
2288,Intermediate,RPG,4 years,Moderate
2289,Beginner,Racing,1.5 years,Challenging
2290,Intermediate,FPS,4 years,Difficult
2291,Beginner,Puzzle,3 years,Easy
2292,Advanced,Racing,1 year,Challenging
2293,Intermediate,RPG,1.5 years,Moderate
2294,Intermediate,Racing,1.5 years,Challenging
2295,Beginner,Simulation,4 years,Easy
2296,Advanced,FPS,2 years,Moderate
2297,Beginner,Sports,6 months,Challenging
2298,Beginner,FPS,1 year,Challenging
2299,Beginner,Strategy,1.5 years,Challenging
2300,Intermediate,Simulation,4 years,Easy
2301,Advanced,RPG,1 year,Difficult
2302,Intermediate,Simulation,4 years,Easy
2303,Intermediate,Platformer,5 years,Moderate
2304,Advanced,Adventure,1 year,Moderate
2305,Beginner,Strategy,3 years,Moderate
2306,Intermediate,Adventure,3 years,Easy
2307,Intermediate,Platformer,3 years,Easy
2308,Beginner,Simulation,2.5 years,Moderate
2309,Advanced,Strategy,3 years,Moderate
2310,Advanced,Simulation,2 years,Challenging
2311,Beginner,Strategy,1.5 years,Difficult
2312,Intermediate,Strategy,3 years,Moderate
2313,Advanced,Racing,1.5 years,Challenging
2314,Intermediate,Puzzle,1 year,Challenging
2315,Advanced,Adventure,2 years,Moderate
2316,Advanced,FPS,2.5 years,Challenging
2317,Advanced,Sports,2.5 years,Difficult
2318,Advanced,Platformer,1.5 years,Easy
2319,Advanced,RPG,5 years,Difficult
2320,Advanced,Sports,4 years,Difficult
2321,Intermediate,Racing,5 years,Challenging
2322,Intermediate,FPS,1 year,Challenging
2323,Intermediate,FPS,2.5 years,Challenging
2324,Intermediate,RPG,5 years,Difficult
2325,Advanced,Adventure,4 years,Moderate
2326,Advanced,FPS,1.5 years,Difficult
2327,Intermediate,Puzzle,4 years,Moderate
2328,Intermediate,Adventure,6 months,Easy
2329,Beginner,Puzzle,3 years,Moderate
2330,Beginner,RPG,2 years,Easy
2331,Advanced,Simulation,5 years,Difficult
2332,Advanced,Strategy,5 years,Challenging
2333,Intermediate,Racing,6 months,Difficult
2334,Advanced,Platformer,5 years,Challenging
2335,Advanced,Racing,3 years,Easy
2336,Intermediate,FPS,1 year,Moderate
2337,Beginner,Strategy,1 year,Challenging
2338,Advanced,FPS,2 years,Moderate
2339,Advanced,Adventure,3 years,Difficult
2340,Beginner,Puzzle,2.5 years,Moderate
2341,Intermediate,Platformer,5 years,Moderate
2342,Beginner,Puzzle,5 years,Easy
2343,Advanced,FPS,1 year,Difficult
2344,Beginner,Simulation,5 years,Difficult
2345,Advanced,Adventure,2.5 years,Challenging
2346,Intermediate,Racing,6 months,Moderate
2347,Advanced,Puzzle,1 year,Challenging
2348,Advanced,Racing,2.5 years,Moderate
2349,Advanced,Simulation,2 years,Moderate
2350,Advanced,Sports,5 years,Moderate
2351,Intermediate,RPG,1.5 years,Easy
2352,Advanced,Racing,6 months,Difficult
2353,Beginner,RPG,1 year,Difficult
2354,Advanced,Adventure,6 months,Challenging
2355,Beginner,Puzzle,2 years,Moderate
2356,Beginner,Strategy,2.5 years,Difficult
2357,Advanced,RPG,1 year,Moderate
2358,Intermediate,RPG,2.5 years,Easy
2359,Intermediate,Sports,2 years,Moderate
2360,Advanced,Strategy,3 years,Moderate
2361,Intermediate,Strategy,3 years,Difficult
2362,Advanced,Strategy,5 years,Challenging
2363,Beginner,Sports,1 year,Easy
2364,Intermediate,Adventure,2 years,Challenging
2365,Intermediate,Platformer,2 years,Difficult
2366,Beginner,Sports,1 year,Moderate
2367,Advanced,Adventure,1 year,Difficult
2368,Advanced,Racing,1 year,Moderate
2369,Advanced,RPG,2 years,Challenging
2370,Beginner,Simulation,6 months,Challenging
2371,Beginner,RPG,2 years,Easy
2372,Beginner,FPS,4 years,Easy
2373,Intermediate,FPS,2.5 years,Easy
2374,Advanced,Adventure,1.5 years,Moderate
2375,Beginner,RPG,2.5 years,Moderate
2376,Intermediate,Puzzle,2.5 years,Difficult
2377,Intermediate,RPG,4 years,Challenging
2378,Advanced,RPG,6 months,Difficult
2379,Advanced,Adventure,2.5 years,Challenging
2380,Beginner,Sports,2.5 years,Difficult
2381,Beginner,Puzzle,1 year,Difficult
2382,Intermediate,Puzzle,1.5 years,Difficult
2383,Advanced,Strategy,4 years,Difficult
2384,Intermediate,Sports,1.5 years,Difficult
2385,Beginner,Simulation,5 years,Easy
2386,Beginner,Racing,2.5 years,Easy
2387,Intermediate,Strategy,1 year,Challenging
2388,Intermediate,Adventure,3 years,Challenging
2389,Beginner,RPG,2.5 years,Easy
2390,Advanced,FPS,3 years,Difficult
2391,Beginner,RPG,4 years,Difficult
2392,Advanced,Sports,5 years,Moderate
2393,Advanced,FPS,5 years,Easy
2394,Advanced,Platformer,1 year,Easy
2395,Advanced,Racing,6 months,Difficult
2396,Intermediate,Platformer,1 year,Challenging
2397,Advanced,Adventure,2 years,Challenging
2398,Beginner,Sports,2.5 years,Challenging
2399,Beginner,Puzzle,4 years,Challenging
2400,Beginner,Sports,5 years,Challenging
2401,Beginner,Sports,2.5 years,Difficult
2402,Intermediate,Strategy,2.5 years,Challenging
2403,Advanced,Strategy,4 years,Easy
2404,Intermediate,Strategy,6 months,Moderate
2405,Advanced,Racing,4 years,Challenging
2406,Beginner,Adventure,2.5 years,Difficult
2407,Advanced,Platformer,5 years,Difficult
2408,Advanced,Puzzle,6 months,Challenging
2409,Advanced,Simulation,1 year,Challenging
2410,Intermediate,Puzzle,6 months,Challenging
2411,Beginner,Adventure,3 years,Challenging
2412,Advanced,Platformer,1 year,Easy
2413,Intermediate,RPG,2 years,Challenging
2414,Beginner,Adventure,4 years,Difficult
2415,Advanced,Puzzle,6 months,Difficult
2416,Beginner,Racing,3 years,Challenging
2417,Beginner,Strategy,1.5 years,Difficult
